,neg,neu,pos,compound,word_count
578,0.0,0.672,0.328,0.5994,11
579,0.0,0.8,0.2,0.4588,14
580,0.0,1.0,0.0,0.0,4
581,0.0,1.0,0.0,0.0,5
582,0.0,1.0,0.0,0.0,7
583,0.0,1.0,0.0,0.0,15
584,0.0,0.811,0.189,0.5423,16
585,0.0,0.93,0.07,0.4019,38
586,0.0,1.0,0.0,0.0,15
587,0.306,0.694,0.0,-0.296,6
588,0.0,1.0,0.0,0.0,19
589,0.0,1.0,0.0,0.0,24
590,0.0,1.0,0.0,0.0,19
591,0.0,0.707,0.293,0.7003,16
592,0.0,1.0,0.0,0.0,10
593,0.0,1.0,0.0,0.0,8
594,0.0,1.0,0.0,0.0,9
595,0.0,0.95,0.05,0.4019,53
596,0.0,1.0,0.0,0.0,16
597,0.0,1.0,0.0,0.0,22
598,0.0,1.0,0.0,0.0,6
599,0.0,1.0,0.0,0.0,13
600,0.0,1.0,0.0,0.0,7
601,0.0,1.0,0.0,0.0,1
602,0.0,1.0,0.0,0.0,3
603,0.062,0.861,0.077,0.168,44
604,0.0,1.0,0.0,0.0,5
605,0.292,0.708,0.0,-0.5106,9
606,0.0,1.0,0.0,0.0,9
607,0.0,1.0,0.0,0.0,5
608,0.0,1.0,0.0,0.0,7
609,0.133,0.867,0.0,-0.2846,16
610,0.0,1.0,0.0,0.0,14
611,0.0,1.0,0.0,0.0,6
612,0.471,0.529,0.0,-0.6652,6
613,0.048,0.952,0.0,-0.0772,28
614,0.0,1.0,0.0,0.0,4
615,0.0,1.0,0.0,0.0,2
616,0.0,1.0,0.0,0.0,7
617,0.0,1.0,0.0,0.0,4
618,0.0,1.0,0.0,0.0,9
619,0.265,0.735,0.0,-0.5574,11
620,0.0,0.448,0.552,0.5709,4
621,0.0,1.0,0.0,0.0,13
622,0.0,1.0,0.0,0.0,7
623,0.0,1.0,0.0,0.0,8
624,0.0,1.0,0.0,0.0,6
625,0.0,1.0,0.0,0.0,26
626,0.119,0.881,0.0,-0.2572,17
627,0.0,1.0,0.0,0.0,4
628,0.0,0.633,0.367,0.7003,16
629,0.03,0.933,0.037,0.0875,46
